pmm,smm,vmm,exclude,deceased,firstName,nickName,lastName,organizationName,totalDonations,totalPledge,largestGift,largestGiftAppeal,firstGiftDate,lastGiftDate,lastGiftAmount,lastGiftRequest,lastGiftAppeal,addressLine1,addressLine2,city,contactPhoneType,phoneRestrictions,emailRestrictions,communicationRestrictions,subscriptionInPerson,subscriptionMagazine,communicationPreference
,,,false,false,Alwyn,,Merigeau,Kilback Inc,5,3,40,,30704,,,,quam fringilla rhoncus,87 Red Cloud Parkway,Suite 71,Saanich,home,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-in,Research update
,,,false,false,Quentin,,Rentcome,"Macejkovic, Rogahn and DuBuque",15,4,86,,,,,,,83302 Golf View Lane,,Victoria,work,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-in,Event
,,,false,false,Marthe,,Moring,Metz Inc,13,16,75,,,,,,,4 Havey Park,PO Box 96149,Courtenay,work,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-in,Research update
,,,false,false,Eugenius,Eugenius,Riby,Carter Inc,15,5,22,,,,,,enim blandit mi in porttitor pede justo eu massa,416 Westridge Park,Room 382,Parksville,personal,Do Not Call,No Appeals,Opt-out,Opt-out,Opt-out,Newsletter
,,,false,false,Marlena,Marlena,Antuk,,9,17,27,,,,15,,volutpat convallis morbi odio,920 Oakridge Drive,Suite 50,Richmond,home,No Phone Appeals,No Surveys,Opt-out,Opt-out,Opt-out,Event
,Dorry Greenham,Dorry Greenham,false,false,Dorry,,Greenham,,0,1,57,,,,,,,0333 Acker Court,,Nanaimo,personal,No Mass Communications,No Mass Emails,Opt-in,Opt-in,Opt-in,Research update
,,,false,true,Bernette,Bernette,Benz,Lesch and Sons,10,17,15,,,,,,condimentum id luctus nec molestie sed justo,02349 Alpine Way,Apt 14,Surrey,personal,No Mass Communications,No Appeals,Opt-in,Opt-in,Opt-in,Research update
,Janeta Tottem,,false,false,Janeta,,Tottem,"Ondricka, Bechtelar and Auer",3,6,38,,,,,,sapien arcu sed augue aliquam,4 Ronald Regan Lane,,Richmond,personal,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-out,Holiday Card
,,Ted Davidovits,false,false,Ted,Ted,Davidovits,,19,18,13,,,,,,facilisi cras non velit nec,295 Hooker Pass,PO Box 49056,Courtenay,work,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
,,,false,false,Carmella,Carmella,Steinhammer,"Rau, Shields and Romaguera",15,5,9,,,,,,,96 Troy Trail,,Saanich,personal,Do Not Call,No Surveys,Opt-in,Opt-out,Opt-out,Thank you
,Jemmy Genery,,false,false,Jemmy,Jemmy,Genery,Flatley-Rohan,13,13,48,,,,,,,8591 Leroy Parkway,PO Box 41491,Campbell,work,Do Not Call,No Surveys,Opt-in,Opt-out,Opt-out,Newsletter
,Iormina Silburn,,false,false,Iormina,,Silburn,Kuvalis Inc,4,8,69,erat tortor sollicitudin mi sit amet,,,,,,27772 Straubel Hill,PO Box 99488,Burnaby,personal,No Surveys,No Surveys,Opt-in,Opt-in,Opt-in,Survey
Nannette Garrett,,,false,false,Nannette,,Garrett,,20,13,5,,,,,,auctor sed tristique in tempus sit amet,299 Butternut Drive,,Burnaby,home,No Phone Appeals,No Surveys,Opt-in,Opt-out,Opt-in,Holiday Card
,,,false,false,Deedee,,Voas,Blick-White,10,2,63,,,,,,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,89 Esch Court,Room 1673,Nanaimo,work,No Phone Appeals,Do Not Email,Opt-in,Opt-out,Opt-in,Survey
,,Ferrell Waterland,false,false,Ferrell,,Waterland,Weissnat-Gorczany,0,2,99,,12003,,,,,69 Golden Leaf Plaza,,Victoria,personal,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
,,Nola Murrish,false,false,Nola,,Murrish,Brakus Inc,1,17,29,at dolor quis odio consequat varius integer ac leo,,,,,quisque porta volutpat erat quisque erat eros viverra eget congue,63596 Calypso Point,Room 1228,Victoria,home,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-out,Survey
,,,false,false,Hubie,,Okill,Rolfson-Rosenbaum,11,8,4,,,,,,luctus et ultrices posuere cubilia,966 Weeping Birch Circle,Apt 196,River,personal,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-out,Holiday Card
,,Natal Dowtry,false,true,Natal,Natal,Dowtry,Kohler and Sons,16,12,58,,,,,,,7474 Heffernan Road,Suite 85,Richmond,home,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Survey
,,,false,true,Delilah,Delilah,Loveguard,Dickens-Mayer,13,18,52,,75897,,,,,75543 Dahle Park,Apt 878,Surrey,work,No Mass Communications,No Appeals,Opt-out,Opt-out,Opt-out,Research update
,,,false,false,Gamaliel,,Lunt,Volkman-Schamberger,10,6,51,,,,,,,30280 Anderson Park,Suite 93,Richmond,home,No Phone Appeals,Do Not Email,Opt-in,Opt-in,Opt-out,Survey
,Faber Garman,Faber Garman,false,false,Faber,,Garman,O'Kon-Howe,8,8,48,mattis egestas metus aenean fermentum donec ut,,,,,faucibus orci luctus et ultrices posuere,7125 High Crossing Hill,Room 304,Burnaby,personal,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-in,Thank you
,Minta Moneti,,false,false,Minta,,Moneti,Frami Inc,15,20,57,,,,,,,43282 Kipling Parkway,10th Floor,Parksville,personal,No Mass Communications,No Appeals,Opt-out,Opt-in,Opt-out,Newsletter
Gilles Minors,,,false,false,Gilles,,Minors,Douglas LLC,5,12,29,,,,,,morbi vel lectus in quam fringilla rhoncus mauris,8 Eastwood Way,Suite 35,Burnaby,personal,No Surveys,No Surveys,Opt-out,Opt-out,Opt-out,Newsletter
,,Emyle Farthin,false,false,Emyle,,Farthin,Morissette-Hirthe,4,17,63,pellentesque viverra pede ac diam,,,,,,64826 Golf Course Court,11th Floor,Saanich,work,No Phone Appeals,No Appeals,Opt-out,Opt-out,Opt-in,Newsletter
,,Debbie Dachey,false,false,Debbie,,Dachey,Bosco Inc,3,2,94,potenti in eleifend quam a,,,,,,635 Mcguire Drive,Room 1431,Surrey,home,No Phone Appeals,Do Not Email,Opt-in,Opt-out,Opt-out,Survey
,Melania Blamey,,false,false,Melania,,Blamey,"Luettgen, Ullrich and Howell",20,14,2,,,,,,,6 Weeping Birch Parkway,,Nanaimo,work,No Mass Communications,No Appeals,Opt-out,Opt-out,Opt-in,Event
,Augy Babington,Augy Babington,false,false,Augy,,Babington,Schoen Inc,0,11,19,,,,,,sociis natoque penatibus,21 Melody Place,,Vancouver,personal,No Phone Appeals,No Surveys,Opt-in,Opt-in,Opt-in,Event
,,Ed Allewell,true,true,Ed,,Allewell,Marks-Goodwin,7,5,10,blandit ultrices,16784,,91,,,19728 Cherokee Terrace,Room 271,River,personal,No Phone Appeals,No Surveys,Opt-out,Opt-in,Opt-in,Research update
,,,false,false,Donall,,Kruse,Torp-Kling,8,14,47,,,,,,,9793 Dryden Street,PO Box 92833,Courtenay,work,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Research update
,Ingmar Loren,,true,false,Ingmar,,Loren,Emmerich-Blanda,11,13,70,,,,,,,2 Mallory Lane,,Burnaby,work,No Mass Communications,No Mass Emails,Opt-in,Opt-out,Opt-out,Holiday Card
,,Ursuline Eggar,false,false,Ursuline,,Eggar,Schuppe-Runte,18,3,80,,,,,,in sapien iaculis congue vivamus metus arcu adipiscing molestie,7238 Kedzie Junction,Suite 23,Victoria,work,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-in,Holiday Card
,,Annamaria Hartshorne,false,false,Annamaria,,Hartshorne,"Hartmann, Walsh and Ryan",20,10,45,,,,,,,0401 Menomonie Avenue,Suite 4,Vancouver,work,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-in,Thank you
,,,false,true,Conrade,,Moncrieffe,Mosciski and Sons,11,16,80,,,,,,,3407 Dorton Pass,Room 473,Burnaby,personal,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
,,,false,true,Aigneis,,Conklin,White-Lueilwitz,11,7,59,,52501,,,,,35 Valley Edge Alley,PO Box 16310,Parksville,personal,No Phone Appeals,Do Not Email,Opt-in,Opt-in,Opt-out,Survey
,,Ash Kellert,false,false,Ash,,Kellert,"Wiegand, Runolfsson and Ortiz",18,7,23,,,,,,magna ac consequat metus sapien ut nunc vestibulum ante ipsum,49 Scoville Circle,,Campbell,work,No Mass Communications,No Appeals,Opt-out,Opt-out,Opt-out,Newsletter
,Tom McMechan,Tom McMechan,false,false,Tom,,McMechan,"Cormier, Gleichner and Jenkins",5,7,79,,,47801,,,interdum in ante vestibulum ante,60752 Banding Center,Apt 1679,Surrey,work,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-in,Thank you
,Cyrill Stewartson,Cyrill Stewartson,false,false,Cyrill,,Stewartson,MacGyver LLC,10,18,95,,,,,,nulla sed accumsan felis ut at dolor quis odio consequat,46 Elmside Court,,Vancouver,work,Do Not Call,Do Not Email,Opt-out,Opt-in,Opt-out,Event
,,Deirdre Spohr,false,false,Deirdre,,Spohr,,14,19,22,,,,,,,5952 Farmco Road,,Burnaby,home,No Phone Appeals,Do Not Email,Opt-in,Opt-out,Opt-in,Newsletter
,,,false,false,Andromache,,Bamb,"Veum, Flatley and Schinner",9,12,20,felis ut at dolor quis,,,,,faucibus accumsan odio,24518 Delaware Road,Suite 84,Nanaimo,work,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-out,Newsletter
,,Ted Hayhow,false,false,Ted,,Hayhow,"Kertzmann, Kiehn and Erdman",11,17,31,ac tellus semper interdum,,,,,,15 Park Meadow Plaza,Room 1216,Nanaimo,home,No Phone Appeals,No Appeals,Opt-out,Opt-out,Opt-out,Holiday Card
Suzanna Eccott,,,false,false,Suzanna,,Eccott,Nitzsche LLC,2,10,71,,,,,,,10539 Monica Junction,,Parksville,work,No Phone Appeals,No Appeals,Opt-out,Opt-out,Opt-out,Survey
,,,false,false,Deny,Deny,Stenner,Kuhlman and Sons,1,10,53,,,,,,ipsum integer a nibh in quis justo maecenas rhoncus,9 Rigney Avenue,,Burnaby,home,Do Not Call,No Surveys,Opt-in,Opt-out,Opt-out,Survey
,,,false,false,Samantha,,Rao,Jakubowski-Denesik,17,4,92,,,,,,ultrices posuere cubilia curae donec pharetra magna,2609 Corry Plaza,Apt 1819,River,work,Do Not Call,No Surveys,Opt-out,Opt-out,Opt-in,Survey
,,,false,false,Lynett,Lynett,Wise,Marquardt-Erdman,0,8,31,,,,,,mauris laoreet ut rhoncus,91 Fallview Terrace,,Richmond,work,Do Not Call,Do Not Email,Opt-in,Opt-in,Opt-in,Newsletter
,,,false,false,Skelly,Skelly,Ellgood,"Ryan, Hills and Dach",6,5,9,,24109,,,,,35 Fair Oaks Circle,,Victoria,personal,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-out,Event
,,Nanon Davidou,false,true,Nanon,Nanon,Davidou,"Marvin, Heller and Mills",6,12,55,,,,,,,5 Springview Point,13th Floor,River,work,Do Not Call,No Appeals,Opt-out,Opt-in,Opt-out,Holiday Card
,Ambrose McGilbon,,true,true,Ambrose,,McGilbon,Glover Inc,17,14,84,,,,,,,987 Sunbrook Way,Apt 1040,Courtenay,home,Do Not Call,No Mass Emails,Opt-out,Opt-in,Opt-in,Survey
,,,false,false,Darlleen,,Gartshore,"Romaguera, Wuckert and Wyman",9,17,92,,,,,,erat curabitur gravida nisi at nibh in hac,86724 Doe Crossing Junction,Apt 1491,River,personal,No Surveys,No Surveys,Opt-out,Opt-in,Opt-in,Survey
,,,false,false,Inga,,Jacqueminot,Moore-Senger,3,7,76,,,,,,lobortis est phasellus sit amet erat,1 Buena Vista Junction,PO Box 8603,Parksville,home,No Surveys,No Appeals,Opt-out,Opt-in,Opt-out,Event
,,,true,true,Benjamen,,Darwood,Satterfield LLC,17,3,17,,,,,,,79 Stephen Terrace,Suite 2,River,home,No Mass Communications,Do Not Email,Opt-in,Opt-in,Opt-in,Research update
,,,false,false,Lorine,,Edmott,Konopelski Inc,14,16,29,,,,,,,413 Darwin Circle,Suite 52,Campbell,work,No Surveys,No Mass Emails,Opt-in,Opt-out,Opt-in,Holiday Card
,,,false,false,Gilbertine,,Brocking,Grady and Sons,13,8,47,,,,,,,71 Spenser Junction,Suite 95,Victoria,work,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-in,Survey
,,,false,false,Raddy,,Cleare,,16,2,86,,,,,8631,ac neque duis bibendum morbi non,631 Del Mar Parkway,Apt 148,Courtenay,work,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-in,Event
,,,false,false,Rosabel,,Stoyell,Torp-Lesch,3,16,100,,39423,,,,,45 Dennis Trail,,Saanich,work,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-out,Newsletter
,,Henrietta Stubbington,false,false,Henrietta,,Stubbington,Koss LLC,15,10,14,,,,,,,47488 Meadow Vale Park,Room 548,Courtenay,personal,No Surveys,No Mass Emails,Opt-out,Opt-in,Opt-in,Holiday Card
,Jarrad Rantoull,Jarrad Rantoull,false,false,Jarrad,,Rantoull,"Wilkinson, Bashirian and Denesik",15,2,85,volutpat convallis morbi odio,,,,,ipsum aliquam non mauris morbi,5739 Drewry Street,PO Box 4101,River,home,No Surveys,No Appeals,Opt-in,Opt-out,Opt-out,Research update
,Marga Punton,,true,false,Marga,,Punton,"Swift, Dibbert and McGlynn",9,5,70,,,,,,,38717 Saint Paul Center,Apt 1596,Courtenay,work,No Surveys,No Surveys,Opt-out,Opt-in,Opt-out,Survey
,Orel Maxwale,,true,false,Orel,,Maxwale,"Lesch, Green and Turcotte",1,20,68,quis turpis eget elit sodales,,,,,aliquam quis turpis eget elit,8 Tomscot Junction,PO Box 86110,Victoria,home,Do Not Call,No Mass Emails,Opt-in,Opt-out,Opt-in,Holiday Card
,,,false,false,Joyan,,Sprigg,Wintheiser Inc,9,14,75,,,,,,,32117 Morning Court,18th Floor,Courtenay,personal,No Mass Communications,No Mass Emails,Opt-out,Opt-out,Opt-in,Newsletter
Arabelle Vahl,,,false,false,Arabelle,,Vahl,Wisozk-Wintheiser,17,2,93,,,,,,mi pede malesuada in imperdiet et commodo,35566 Roxbury Alley,Suite 65,Nanaimo,personal,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
,,,false,false,Tommy,,Sineath,Goodwin LLC,3,16,13,,,,,,,1276 Pawling Crossing,Suite 32,Courtenay,personal,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-in,Holiday Card
,,,false,false,Tami,,Eric,Pouros Group,4,4,52,,,,,,aliquam non mauris morbi non,6081 Helena Trail,Apt 557,Richmond,home,No Phone Appeals,Do Not Email,Opt-out,Opt-out,Opt-in,Research update
,,,false,false,Locke,,Aloshikin,Fahey-Dibbert,17,13,58,,,,,,,90091 Sloan Junction,Apt 1135,Nanaimo,home,No Surveys,No Mass Emails,Opt-out,Opt-in,Opt-out,Survey
Cathlene McCoole,,Cathlene McCoole,false,true,Cathlene,,McCoole,Padberg-Kohler,20,2,20,,,,,,,46017 Thierer Center,15th Floor,Burnaby,work,Do Not Call,No Appeals,Opt-in,Opt-out,Opt-out,Event
Eleanore Forlong,,Eleanore Forlong,false,false,Eleanore,,Forlong,Spencer Inc,5,17,1,praesent lectus vestibulum quam sapien varius ut blandit non interdum,,,,,duis bibendum morbi non,5338 Schlimgen Park,Suite 73,Victoria,personal,No Mass Communications,Do Not Email,Opt-out,Opt-out,Opt-out,Holiday Card
,,,false,false,Kile,,Minihan,"Cronin, Grant and Trantow",7,14,57,,,,,,,26592 Fairfield Circle,Apt 916,Parksville,personal,No Surveys,No Mass Emails,Opt-out,Opt-out,Opt-out,Event
,,,false,false,Lorenza,,Jaquet,"Trantow, Bode and Ankunding",12,17,78,,,,,,,57 Fordem Pass,Suite 20,Vancouver,personal,No Surveys,No Surveys,Opt-in,Opt-in,Opt-out,Holiday Card
,,,true,false,Abbey,,Wellum,"Mertz, Senger and Hauck",18,16,43,,,,,,ut rhoncus aliquet pulvinar sed,83 Roxbury Hill,Suite 34,Courtenay,personal,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-out,Survey
,,,false,true,Dodi,Dodi,Espine,Emard-Rutherford,5,13,38,,,,,,rhoncus sed vestibulum sit amet cursus id turpis,6052 Vidon Circle,18th Floor,Saanich,personal,Do Not Call,Do Not Email,Opt-out,Opt-out,Opt-out,Holiday Card
,Onida Kearford,,false,false,Onida,,Kearford,"Champlin, Beier and Rath",6,8,12,velit id pretium,,,,,iaculis diam erat fermentum justo nec condimentum,0 Washington Pass,12th Floor,Campbell,personal,No Phone Appeals,No Appeals,Opt-out,Opt-in,Opt-in,Survey
Cherice Lanceley,,,false,false,Cherice,,Lanceley,"Johnson, Homenick and Wolf",8,7,34,,,,,,,5644 Gateway Street,Apt 1366,Campbell,personal,No Surveys,No Appeals,Opt-in,Opt-in,Opt-in,Event
,,,false,false,Luce,,Chessum,Cummings and Sons,15,5,69,massa id,,,,,,8 Golden Leaf Crossing,,Burnaby,home,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-out,Event
Alfreda Folonin,,,false,false,Alfreda,,Folonin,Schimmel-Lynch,18,13,76,,64417,,,,,4 Macpherson Lane,PO Box 87652,Surrey,personal,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-out,Thank you
,,Christoffer Woollons,false,false,Christoffer,Christoffer,Woollons,"Marquardt, Smith and Bashirian",1,5,76,,,,,,,4314 Springs Avenue,,Courtenay,home,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-in,Newsletter
,,,false,false,Mil,Mil,Sciusscietto,"Zulauf, Kirlin and Dickens",16,9,26,,,,,,,56 Bayside Pass,Apt 549,River,personal,No Surveys,No Mass Emails,Opt-in,Opt-out,Opt-out,Research update
,,,false,true,Heddi,Heddi,Dabell,Walker-Balistreri,19,15,87,,,,,,et magnis dis parturient montes nascetur ridiculus mus vivamus,49423 Carioca Pass,,Burnaby,work,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-out,Holiday Card
,,,false,false,Tobe,,Pepineaux,"Kirlin, Farrell and Gutmann",14,17,17,,,,,,,0495 Golf Circle,Suite 93,Nanaimo,personal,Do Not Call,No Appeals,Opt-out,Opt-out,Opt-out,Thank you
,,Ryan Sowrah,false,false,Ryan,Ryan,Sowrah,O'Keefe Group,16,19,55,tristique est et,,,,,,8012 Buena Vista Lane,Apt 1428,River,personal,No Surveys,No Mass Emails,Opt-in,Opt-out,Opt-in,Survey
,,,false,true,Dillie,,Franey,Robel-Hane,2,16,59,,,,48,,,33868 Summit Circle,Room 1838,Parksville,personal,No Surveys,No Surveys,Opt-out,Opt-in,Opt-in,Newsletter
,Gretal Haccleton,,true,false,Gretal,,Haccleton,Boyle-Langworth,5,8,65,,,,,,,17998 Golf View Street,,Surrey,personal,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-out,Thank you
,,Liana Turnor,false,false,Liana,Liana,Turnor,O'Reilly-Klein,9,11,32,,,,,,,78475 Eggendart Road,,Richmond,work,No Surveys,No Surveys,Opt-in,Opt-out,Opt-out,Event
,Lissy Weare,,false,false,Lissy,,Weare,Anderson LLC,0,4,96,,,,,,,2029 Pine View Trail,,Richmond,home,No Surveys,No Mass Emails,Opt-in,Opt-out,Opt-in,Event
,,,false,false,Alleyn,,Downe,,12,13,57,dapibus nulla suscipit ligula in lacus curabitur,68300,,,,,35 Roxbury Plaza,,Campbell,work,No Mass Communications,No Mass Emails,Opt-in,Opt-out,Opt-out,Event
,Robbin Simmonds,,false,false,Robbin,,Simmonds,Nolan-Daniel,17,8,65,,,,,,,1587 Clarendon Court,,Campbell,work,No Phone Appeals,No Appeals,Opt-in,Opt-out,Opt-out,Research update
,,,false,false,Torrey,,Padula,McCullough-Luettgen,7,16,97,mattis nibh ligula nec,,,,,,8 Lakewood Court,Room 1146,Surrey,personal,Do Not Call,No Mass Emails,Opt-in,Opt-out,Opt-out,Newsletter
,Perry Scoterbosh,,false,false,Perry,,Scoterbosh,Kertzmann-Robel,10,3,28,id sapien in sapien iaculis congue,,,,,,341 Mitchell Drive,Apt 1514,Vancouver,home,No Mass Communications,No Appeals,Opt-out,Opt-out,Opt-out,Survey
,,,false,false,Danice,,Prowting,"Weber, Feil and Hilll",2,15,4,,18434,,,,magna vestibulum aliquet ultrices erat tortor sollicitudin mi,2221 Ramsey Parkway,PO Box 86961,Parksville,personal,No Mass Communications,Do Not Email,Opt-in,Opt-in,Opt-out,Newsletter
,Christophorus MacCawley,,false,false,Christophorus,,MacCawley,"Kunze, Bergnaum and Tillman",14,11,86,curae nulla dapibus dolor vel est donec,36379,,,,,7095 Garrison Hill,Apt 869,Vancouver,home,No Mass Communications,No Appeals,Opt-out,Opt-in,Opt-in,Newsletter
,,Bobinette MacClure,false,false,Bobinette,Bobinette,MacClure,"Schaefer, Wilkinson and Beatty",7,5,67,,,,,,,38474 Miller Park,Suite 28,Surrey,personal,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-in,Thank you
,,Courtnay Menilove,false,false,Courtnay,,Menilove,,5,13,90,,,,,,,7565 Ohio Crossing,Room 1294,Surrey,home,Do Not Call,No Surveys,Opt-out,Opt-out,Opt-out,Research update
,,Rozele Fronks,false,false,Rozele,,Fronks,"Carroll, Halvorson and Boehm",8,17,72,ipsum praesent blandit lacinia erat vestibulum sed magna at,86526,,,,in faucibus orci luctus et,756 Caliangt Road,Suite 71,Saanich,personal,No Mass Communications,Do Not Email,Opt-in,Opt-out,Opt-in,Survey
,,,false,false,Georgianne,Georgianne,Furmston,Maggio and Sons,3,7,39,,,,,,libero nullam sit amet turpis elementum ligula vehicula consequat morbi,644 Hallows Court,,Nanaimo,work,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-out,Survey
,,Hillie Rablen,true,false,Hillie,,Rablen,O'Kon-Doyle,10,14,8,,,,,8034,,93 Ridgeway Pass,,Campbell,work,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-out,Research update
,,,false,false,Luce,,Spoole,Lesch-Hintz,7,17,86,,,,,,,33093 Susan Drive,Apt 1971,Courtenay,work,No Phone Appeals,No Appeals,Opt-out,Opt-in,Opt-out,Event
,,,false,false,Emeline,,Warmington,"Schuppe, Harber and Simonis",14,11,74,,,,,,,9653 Prentice Way,PO Box 17784,Courtenay,home,No Surveys,No Mass Emails,Opt-in,Opt-out,Opt-out,Holiday Card
,Nissa Betterton,,false,false,Nissa,,Betterton,"Watsica, Gerhold and Willms",20,9,48,,,,,,,14 Northfield Circle,Apt 1682,Vancouver,work,No Phone Appeals,No Appeals,Opt-in,Opt-in,Opt-in,Event
,Keely Stenet,,true,false,Keely,,Stenet,"Berge, Hettinger and Robel",5,20,20,,,,,,,51809 Union Court,6th Floor,Campbell,personal,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
Sharleen Youel,,,false,false,Sharleen,,Youel,Auer-Roob,13,19,74,,,,,,,402 Straubel Place,PO Box 23998,River,personal,No Surveys,No Surveys,Opt-out,Opt-in,Opt-out,Research update
,Bellanca Conyard,,false,false,Bellanca,,Conyard,"Hagenes, Skiles and Hagenes",2,7,25,,,,,,vestibulum sed magna at nunc,201 Logan Junction,PO Box 66810,Parksville,work,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-out,Event
,Rufe Stainsby,Rufe Stainsby,false,true,Rufe,,Stainsby,"Brown, Wisoky and Ruecker",4,12,89,,,,,,sed interdum venenatis turpis enim blandit mi in porttitor pede,42 Claremont Drive,,Parksville,work,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-in,Event
,,,false,false,Titus,,Siward,"Walter, Farrell and Renner",16,13,7,,,,,,,9099 Quincy Crossing,,Victoria,personal,No Surveys,Do Not Email,Opt-out,Opt-out,Opt-out,Survey
,,Friedrich Bilt,false,false,Friedrich,Friedrich,Bilt,"Toy, Huels and Armstrong",19,18,21,,,,,,,631 Lotheville Court,Apt 1027,Parksville,work,No Mass Communications,Do Not Email,Opt-out,Opt-out,Opt-out,Event
,Darill Maddinon,,false,false,Darill,,Maddinon,"Nikolaus, Adams and Gulgowski",5,13,25,,45256,,,,,98191 Lukken Parkway,Apt 559,Victoria,home,No Surveys,Do Not Email,Opt-out,Opt-out,Opt-out,Survey
,,Isaak Tullett,false,false,Isaak,,Tullett,Dickinson-Schroeder,17,5,48,,,,,,bibendum imperdiet nullam orci pede venenatis non sodales,6312 Londonderry Crossing,,Surrey,personal,No Mass Communications,No Mass Emails,Opt-in,Opt-out,Opt-in,Event
,,,false,false,Linda,,Hickin,,5,13,19,sem duis,,,,,,23205 Karstens Park,Room 549,Victoria,personal,No Surveys,No Appeals,Opt-in,Opt-in,Opt-in,Event
,,,false,false,Esteban,,Lanigan,"Kirlin, Lynch and Conroy",7,1,35,,,,,,scelerisque quam turpis adipiscing lorem,75 Vidon Hill,,Richmond,personal,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-out,Holiday Card
,,Shanie Muat,false,false,Shanie,,Muat,"Ritchie, Heidenreich and Okuneva",13,13,14,,,,,,fermentum justo nec condimentum neque,2578 Forest Plaza,,Saanich,personal,No Surveys,No Mass Emails,Opt-out,Opt-out,Opt-out,Research update
,Christy Morais,,false,false,Christy,,Morais,Terry Group,8,4,48,,91540,,,,,722 Golf Place,Apt 1919,Nanaimo,work,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
Keelia Phateplace,,,false,false,Keelia,,Phateplace,"Rolfson, McDermott and Schowalter",10,6,34,,,,1,,,39889 La Follette Park,15th Floor,Saanich,work,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-out,Newsletter
